@relation kddtrain2017_30
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature60 real
@attribute Feature5 real
@attribute Feature1 real
@attribute Feature65 real
@attribute Feature11 real
@attribute Feature20 real
@attribute Feature87 real
@attribute Feature26 real
@attribute Feature97 real
@attribute Feature95 real
@attribute class {0,1,2}
@data
0.07131,0.00013,0.38902,0.58452,0.57503,0.77924,0.14278,0.6157,0.00073,0.50042,0.54096,0.88547,0.28898,0.67371,0.65987,0.84174,0.52299,0.42591,0.58058,0.58414,0.76579,0.42909,0.34112,0.09766,0.65518,0.46932,0.58462,0.00018,0.88554,0.43499,?
0.44763,0.44269,0.21995,0.21276,0.1772,0.43882,0.009,0.08854,0.00039,0.61958,0.04013,0.22188,0.2214,0.65523,0.53583,0.65521,0.73577,0.08052,0.1067,0.38994,0.65036,0.25776,0.37631,0.36319,0.0007,0.50965,0.03545,0.88562,0.88507,0.43464,?
0.58448,0.61526,0.39232,0.45129,0.00003,0.39467,0.32709,0.09728,0.38942,0.79609,0.16497,0.00018,0.19949,0.78851,0.53164,0.70854,0.8858,0.1333,0.27961,0.34593,0.58079,0.10262,0.58837,0.8329,0.19551,0.77013,0.55843,0.84123,0.88557,0.0712,?
0.088,0.00053,0.40396,0.88572,0.64659,0.80535,0.17787,0.66462,0.00097,0.57571,0.53501,0.88525,0.2708,0.72629,0.62868,0.87649,0.48236,0.38921,0.76578,0.88501,0.61165,0.37673,0.80576,0.72692,0.68177,0.80106,0.88522,0.00069,0.69014,0.36336,?
0.00017,0.00032,0.36324,0.60249,0.31049,0.72685,0,0.42932,0.00097,0.79266,0.32789,0.61991,0.11517,0.83298,0.85063,0.69968,0.88551,0.1063,0.48735,0.5402,0.87694,0.16852,0.58006,0.61963,0.54993,0.65907,0.66413,0.00096,0.88564,0.23086,?
0.48742,0.36322,0.31499,0.36345,0.15076,0.62859,0.2485,0.51827,0.00012,0.20895,0.6153,0.37252,0.49614,0.88503,0.52756,0.41609,0.32743,0.34576,0.3504,0.17725,0.41231,0.54433,0.11941,0.06211,0.88539,0.23946,0.54955,0.72698,0.65513,0.74325,?
0.46056,0.24801,0.31955,0.5352,0.44294,0.63741,0.42591,0.52774,0.0005,0.22192,0.71704,0.38935,0.48296,0.88526,0.44273,0.2486,0.36708,0.82325,0.66428,0.18688,0.27093,0.68134,0.50481,0.82324,0.61118,0.53542,0.8854,0.49663,0.54056,0.54086,?
0.45664,0.44213,0.24648,0.16823,0.14274,0.49182,0.02766,0.19074,0.0002,0.52276,0.155,0.20483,0.29649,0.77932,0.61964,0.59308,0.66813,0.07126,0.07107,0.33608,0.67328,0.31947,0.30143,0.26579,0.23944,0.42975,0.00038,0.8858,0.8852,0.5667,?
0.4291,0.296,0.08202,0.88532,0.78833,0.16463,0.26508,0.78885,0.00072,0.61564,0.65506,0.00073,0.47826,0.32705,0.30131,0.69998,0.51342,0.52282,0.83663,0.88575,0.38549,0.60634,0.84127,0.79623,0.78896,0.74868,0.88528,0.59377,0.49662,0.69,?
0.20846,0.19554,0.4808,0.48741,0.45188,0.57126,0.41639,0.3363,0.38915,0.86725,0.11173,0.25783,0.60689,0.88597,0.53106,0.85033,0.71701,0.00048,0.28861,0.85096,0.36357,0.39835,0.49191,0.13359,0.22137,0.49168,0.1244,0.0005,0.54934,0.79625,?
0.18113,0.19547,0.60627,0.22642,0.00028,0.88502,0.30155,0.39433,0.32788,0.31906,0.42952,0.88519,0.48279,0.8855,0.68666,0.46943,0.43462,0.07196,0.11568,0.22105,0.5935,0.36757,0.11138,0.0006,0.78823,0.23528,0.23038,0.06222,0.69971,0.66408,?
0.45604,0.47345,0.35263,0.27466,0.20474,0.6423,0.02783,0.10221,0.06294,0.65533,0.0006,0.42557,0.23579,0.85873,0.82376,0.62854,0.78329,0.00096,0.17347,0.40704,0.83688,0.22191,0.42016,0.43464,0.0007,0.5315,0.14236,0.885,0.88523,0.44251,?
0.00005,0.05323,0.36943,0.69973,0.36319,0.63334,0.00022,0.56654,0.10608,0.67728,0.43811,0.4969,0.16859,0.77044,0.78838,0.63759,0.80115,0.10612,0.6249,0.51386,0.84593,0.2215,0.52792,0.54081,0.7706,0.58817,0.88555,0.00002,0.88527,0.3362,?
0.88134,0.88589,0.73272,0.04999,0.00052,0.58047,0.87682,0.04451,0.88555,0.58025,0.27457,0.31901,0.56676,0.84106,0.46067,0.51333,0.56621,0.46016,0.00094,0.09734,0.28389,0.35827,0.28803,0.47809,0.08833,0.49649,0.00092,0.8851,0.4879,0.25723,?
0.19501,0.18649,0.58085,0.21742,0.00071,0.88507,0.29243,0.40379,0.2744,0.3729,0.434,0.8856,0.51876,0.88596,0.71761,0.54055,0.49606,0.06295,0.08878,0.25788,0.66839,0.4033,0.12899,0.00078,0.80548,0.27031,0.17796,0.09794,0.78861,0.74379,?
0.62414,0.6061,0.36969,0.31925,0.00017,0.41275,0.36306,0.11132,0.32782,0.65962,0.217,0.00011,0.41653,0.82396,0.61145,0.66439,0.77046,0.21253,0.15589,0.3272,0.64204,0.34174,0.41612,0.50483,0.22162,0.58488,0.31096,0.8856,0.88567,0.46954,?
0.47315,0.3322,0.29654,0.57128,0.25727,0.59305,0.28354,0.48733,0.00089,0.15512,0.62491,0.30124,0.4292,0.88596,0.52232,0.31054,0.30175,0.53146,0.57124,0.25785,0.38124,0.55362,0.28395,0.31032,0.71732,0.3104,0.88515,0.66405,0.60238,0.57523,?
0.01321,0.04926,0.37824,0.78887,0.56676,0.68649,0.00002,0.72635,0.0711,0.39429,0.56648,0.77044,0.36396,0.6021,0.45176,0.78861,0.26571,0.24817,0.62862,0.8858,0.41658,0.48714,0.70468,0.52236,0.88592,0.65548,0.69098,0.02765,0.53143,0.72681,?
0.64678,0.65936,0.4343,0.1959,0.00038,0.4342,0.40798,0.01342,0.43451,0.57168,0.19029,0.00019,0.4292,0.86774,0.61981,0.5667,0.73093,0.35497,0.09348,0.2045,0.62823,0.40383,0.31008,0.41693,0.02722,0.49172,0.18655,0.88577,0.88594,0.45101,?
0.00011,0.00957,0.42074,0.49169,0.51351,0.82398,0.0002,0.5355,0.01836,0.54048,0.39896,0.88503,0.1773,0.76161,0.69528,0.79673,0.58426,0.23955,0.4781,0.54016,0.75741,0.29614,0.32343,0.10651,0.55885,0.45194,0.44211,0.0002,0.88554,0.35487,?
0.64606,0.60616,0.63589,0.00476,0.3725,0.46574,0.88534,0.38125,0.8052,0.17762,0.5279,0.30149,0.88535,0.62819,0.38527,0.20444,0.36394,0.66472,0.19075,0.00021,0.35845,0.77463,0.00024,0.00073,0.38909,0.10292,0.00984,0.40711,0.57546,0.88508,?
0.40351,0.2082,0.47817,0.44282,0.33673,0.58401,0.76134,0.54462,0.37229,0.0536,0.75277,0.28399,0.50032,0.88504,0.44208,0.0624,0.27989,0.75289,0.61149,0.0008,0.25757,0.49639,0.26518,0.5315,0.75203,0.29659,0.88551,0.04486,0.51374,0.23922,?
0.4786,0.49138,0.22347,0.18158,0.01808,0.3503,0.07117,0.15927,0.09732,0.43886,0.15031,0.00077,0.34184,0.69937,0.44229,0.60213,0.58078,0.00083,0.04053,0.30195,0.53588,0.30593,0.24807,0.1957,0.30183,0.39828,0.06269,0.88574,0.8857,0.61199,?
0.49648,0.57129,0.63166,0.01387,0.13344,0.37679,0.73567,0.23937,0.88502,0.51897,0.39414,0.0003,0.81026,0.75239,0.46092,0.27453,0.65999,0.44268,0.08085,0.00079,0.3639,0.66412,0.4168,0.83216,0.34536,0.5538,0.02736,0.2575,0.55839,0.88575,?
0.23586,0.11151,0.42059,0.29631,0.0007,0.74391,0.34557,0.44252,0.0971,0.18142,0.58,0.60232,0.42081,0.88553,0.54456,0.3636,0.34154,0.27421,0.28343,0.02717,0.44204,0.38549,0.04406,0.06211,0.88516,0.21294,0.56695,0.1243,0.68189,0.49622,?
0.02757,0.08094,0.21225,0.71712,0.36377,0.31956,0.00031,0.62424,0.10689,0.73553,0.46521,0.00002,0.23536,0.63749,0.39801,0.8674,0.74334,0.04448,0.57533,0.64651,0.522,0.25741,0.60283,0.55885,0.8852,0.71292,0.78872,0.05329,0.88536,0.46992,?
0.57137,0.60687,0.36948,0.54466,0.00029,0.3858,0.28339,0.28856,0.35404,0.84159,0.30524,0.00071,0.32306,0.77041,0.60257,0.79625,0.88574,0.03583,0.34117,0.40701,0.65954,0.19959,0.5715,0.73518,0.57537,0.76555,0.68187,0.8588,0.88527,0.36349,?
0.00428,0.00072,0.23554,0.50977,0.34507,0.46949,0.00986,0.61598,0.00064,0.72115,0.53166,0.13348,0.24377,0.80524,0.70426,0.7263,0.80127,0.17749,0.43415,0.49654,0.74381,0.32746,0.4427,0.38963,0.88541,0.55833,0.52285,0.00044,0.88516,0.47824,?
0.44732,0.46092,0.15023,0.45128,0.24818,0.26544,0.00946,0.1557,0.03591,0.64246,0.03193,0.00025,0.09711,0.53196,0.30542,0.8851,0.51337,0.00005,0.29243,0.56679,0.3542,0.09375,0.43812,0.31062,0.06241,0.5972,0.33607,0.88551,0.62893,0.18652,?
0.00031,0.013,0.29987,0.71722,0.40741,0.57128,0.00032,0.58804,0.02772,0.62803,0.45167,0.37244,0.1861,0.77044,0.73967,0.63765,0.75251,0.1335,0.64668,0.54978,0.79673,0.25247,0.53173,0.51311,0.77042,0.57536,0.88572,0.00066,0.8858,0.3728,?
0.05819,0.10267,0.21295,0.61531,0.39856,0.33611,0.00099,0.64225,0.08853,0.77033,0.51354,0.00019,0.25702,0.67326,0.48268,0.81487,0.8051,0.14214,0.5043,0.61995,0.58876,0.32768,0.50927,0.39869,0.88591,0.606,0.61132,0.11595,0.88512,0.51309,?
0.47887,0.4879,0.2701,0.19561,0.00071,0.45145,0.07198,0.0009,0.08817,0.58485,0.02219,0.31945,0.25751,0.58442,0.60616,0.61997,0.71706,0.04421,0.09316,0.20454,0.75718,0.24368,0.31451,0.42525,0.00098,0.52266,0.18648,0.8852,0.88524,0.4426,?
0.8811,0.88536,0.74166,0.00028,0.23025,0.59701,0.87626,0.12459,0.88509,0.38171,0.32703,0.32755,0.60632,0.86786,0.44299,0.33629,0.49634,0.63793,0.11547,0.00031,0.2929,0.48753,0.0751,0.1503,0.01889,0.2432,0.00038,0.88564,0.56679,0.33653,?
0.58057,0.50409,0.69201,0.31024,0.20466,0.65065,0.88546,0.54498,0.73526,0.16408,0.71226,0.66497,0.83225,0.63787,0.42922,0.32775,0.33676,0.54017,0.41204,0.00067,0.44783,0.65912,0.07129,0.14214,0.88584,0.23536,0.61997,0.2741,0.67321,0.77903,?
0.47877,0.5009,0.32564,0.50909,0.06242,0.53516,0.07189,0.03115,0.11501,0.58469,0.00059,0.18628,0.18665,0.88547,0.52794,0.88581,0.45109,0.00087,0.31018,0.4605,0.39402,0.15011,0.42943,0.39803,0.00059,0.64286,0.55829,0.885,0.61904,0.30186,?
0.42908,0.42919,0.75044,0.02296,0.29232,0.6429,0.85877,0.44779,0.85839,0.54967,0.58862,0.39809,0.80599,0.88508,0.74392,0.21237,0.72643,0.57584,0.16885,0.00094,0.58478,0.66412,0.17365,0.34516,0.60291,0.27972,0.04463,0.00047,0.56603,0.75269,?
0.00091,0.04912,0.33006,0.62493,0.44267,0.56218,0.00047,0.62427,0.09775,0.77404,0.48745,0.35429,0.21252,0.77074,0.77061,0.66481,0.88511,0.16802,0.61115,0.46919,0.82732,0.29646,0.49693,0.52238,0.80573,0.59395,0.7798,0.00006,0.88537,0.42597,?
0.44227,0.30175,0.51557,0.47813,0.44205,0.42963,0.88539,0.54439,0.60278,0.20848,0.70886,0.22194,0.56683,0.63784,0.38515,0.00039,0.34595,0.77005,0.66435,0.07126,0.20479,0.50907,0.44748,0.8237,0.64694,0.41209,0.88589,0,0.27411,0.24877,?
0.00044,0.01369,0.25965,0.62808,0.3271,0.49182,0.00047,0.59797,0.0271,0.81448,0.48783,0.20404,0.23092,0.77964,0.69099,0.74354,0.88553,0.10614,0.52755,0.53164,0.74315,0.28374,0.5884,0.64636,0.86769,0.69516,0.72659,0.00094,0.88598,0.46051,?
0.51842,0.44265,0.1554,0.63323,0.51352,0.3102,0.15017,0.57535,0.00012,0.70405,0.48284,0.00095,0.43416,0.61989,0.46506,0.88553,0.64627,0.32728,0.54078,0.69957,0.54098,0.52207,0.61971,0.54039,0.63743,0.71262,0.56665,0.88501,0.77058,0.71761,?
0.05806,0.00026,0.28878,0.50995,0.58469,0.57513,0.11555,0.71717,0.00007,0.87273,0.63742,0.31017,0.37616,0.84133,0.84531,0.85893,0.88509,0.42522,0.41641,0.77035,0.86775,0.53163,0.50431,0.23996,0.85036,0.54937,0.2484,0.0001,0.88518,0.63736,?
0.42036,0.17762,0.41231,0.44259,0.41639,0.57507,0.73526,0.54487,0.24869,0.0094,0.77916,0.27447,0.45665,0.87622,0.44212,0.01851,0.26165,0.8856,0.65089,0.00089,0.26587,0.53127,0.27457,0.5499,0.67356,0.28398,0.88551,0.10685,0.52214,0.17715,?
0.61188,0.726,0.8018,0.12857,0.0003,0.71751,0.65502,0.02215,0.88516,0.46983,0.18657,0.61905,0.54033,0.81463,0.40724,0.4346,0.61952,0.32732,0.07144,0.11574,0.36735,0.37607,0.5007,0.88567,0.0445,0.659,0.14274,0.56693,0.73581,0.42504,?
0.54006,0.48215,0.7546,0.30168,0.04439,0.86387,0.76164,0.46565,0.64626,0.18659,0.64234,0.84172,0.81034,0.88589,0.58829,0.37255,0.35879,0.39812,0.32359,0.0003,0.50417,0.6284,0.00938,0.01895,0.88589,0.19534,0.60255,0.31924,0.71737,0.85898,?
0.00026,0.0005,0.22888,0.64676,0.34593,0.45688,0.00031,0.61586,0.00012,0.73011,0.50415,0.09736,0.24392,0.81462,0.65509,0.72664,0.81081,0.12424,0.55898,0.52286,0.69085,0.30592,0.49146,0.46083,0.8857,0.59309,0.7708,0.00084,0.88572,0.48773,?
0.5046,0.50436,0.27433,0.24893,0.00096,0.42534,0.12461,0.0006,0.12433,0.57554,0.06618,0.20428,0.28397,0.64675,0.58817,0.67348,0.6819,0.13314,0.09731,0.3019,0.70858,0.28867,0.32795,0.35429,0.00064,0.51392,0.19536,0.88596,0.8854,0.4425,?
0.42002,0.26116,0.28304,0.53182,0.15037,0.56671,0.31985,0.51349,0.00087,0.12869,0.59787,0.24858,0.45643,0.88587,0.50941,0.25781,0.28875,0.31988,0.51817,0.17705,0.35427,0.45646,0.26515,0.35427,0.87608,0.3057,0.88549,0.52278,0.5753,0.59363,?
0.63309,0.62496,0.40319,0.29676,0.00087,0.44233,0.38195,0.03585,0.36313,0.5803,0.17764,0.00009,0.27917,0.88557,0.77497,0.52211,0.73505,0.28377,0.1999,0.19553,0.74874,0.23068,0.34535,0.49611,0.07156,0.50934,0.39863,0.88534,0.83291,0.17778,?
0.19539,0.09746,0.21734,0.79606,0.56601,0.43464,0.19595,0.58002,0.00007,0.72605,0.48736,0.00091,0.2791,0.86765,0.52233,0.88577,0.72188,0.38122,0.6907,0.77949,0.52735,0.37214,0.83207,0.8859,0.59394,0.88504,0.81499,0.1952,0.87625,0.36316,?
0.66484,0.69983,0.44936,0.34151,0.00038,0.38582,0.44223,0.10248,0.51385,0.63779,0.23557,0.0001,0.43871,0.77031,0.58866,0.63793,0.76107,0.26528,0.18637,0.31071,0.64695,0.35064,0.42508,0.54062,0.20445,0.5884,0.37242,0.88537,0.88584,0.43421,?
0.08029,0.00002,0.42352,0.77452,0.61902,0.84512,0.15949,0.5937,0.0007,0.53592,0.46934,0.88571,0.23592,0.80516,0.71736,0.73509,0.61131,0.37225,0.69981,0.77092,0.75769,0.3417,0.7309,0.69062,0.56688,0.71258,0.77911,0.00035,0.88516,0.31062,?
0.08492,0.00062,0.28805,0.61151,0.52229,0.57533,0.16816,0.41656,0.00067,0.8853,0.32774,0.36333,0.12808,0.78801,0.72654,0.88559,0.88149,0.34577,0.52223,0.69968,0.77098,0.21772,0.71779,0.73592,0.31016,0.81094,0.52287,0.00057,0.87625,0.08856,?
0.51812,0.54967,0.75949,0.36379,0.07177,0.65937,0.7969,0.47856,0.85812,0.14238,0.66841,0.43413,0.72652,0.88596,0.48715,0.28316,0.35097,0.45189,0.39819,0.00007,0.3949,0.55305,0.14606,0.29274,0.88538,0.2889,0.72674,0.23952,0.69909,0.65543,?
0.00043,0.01824,0.29062,0.66402,0.29225,0.54439,0.00045,0.52756,0.03548,0.81971,0.39469,0.31911,0.19036,0.77005,0.70885,0.7521,0.88542,0.02712,0.53143,0.558,0.76555,0.20443,0.61514,0.67389,0.76152,0.71236,0.77037,0.00029,0.88521,0.38138,?
0.27429,0.15572,0.23201,0.75756,0.69093,0.46509,0.23941,0.5533,0.0006,0.64678,0.44783,0.15958,0.26523,0.77026,0.38512,0.85058,0.62873,0.47822,0.65927,0.88597,0.4071,0.38598,0.88545,0.88558,0.41676,0.86794,0.62887,0.31021,0.8142,0.29212,?
0.15533,0.301,0.3161,0.56212,0.37205,0.34174,0.00063,0.41203,0.29236,0.88538,0.23097,0.23957,0.00048,0.44244,0.57133,0.88513,0.74393,0.00953,0.37244,0.75223,0.65036,0.00422,0.58053,0.40749,0.45158,0.64617,0.37284,0.31034,0.60298,0.00053,?
0.58848,0.60224,0.5096,0.37217,0.00006,0.69954,0.29201,0.00089,0.31951,0.49164,0.02763,0.80565,0.30565,0.59375,0.66431,0.76188,0.55309,0.05339,0.18112,0.38113,0.81015,0.18668,0.29609,0.21255,0.00032,0.48791,0.36395,0.88517,0.8852,0.31998,?
0.27407,0.3274,0.44215,0.44704,0.00022,0.442,0.33655,0.42543,0.44219,0.77077,0.47823,0.00084,0.52744,0.88568,0.69926,0.65563,0.85053,0.10623,0.27976,0.33668,0.66457,0.41213,0.5042,0.67315,0.85058,0.6644,0.55895,0.21205,0.81407,0.71772,?
0.6199,0.59303,0.71568,0.33656,0.1506,0.62401,0.85886,0.5182,0.80561,0.11557,0.68693,0.36367,0.81942,0.88569,0.49177,0.2307,0.31015,0.48727,0.41258,0.00091,0.35834,0.63303,0.14626,0.29285,0.88508,0.26162,0.67346,0.38157,0.61913,0.77989,?
0.19021,0.17379,0.20111,0.5755,0.34531,0.40344,0.03523,0.61543,0.00046,0.6422,0.5407,0.00054,0.3633,0.80599,0.56218,0.73522,0.71753,0.19597,0.48247,0.53148,0.60258,0.44239,0.51879,0.50418,0.88571,0.61949,0.61928,0.34593,0.88526,0.6902,?
0.69558,0.83259,0.82184,0.43867,0.00006,0.75779,0.61133,0.1997,0.88541,0.33623,0.35421,0.64682,0.74823,0.86777,0.43493,0.5315,0.49102,0.31051,0.31005,0.25708,0.42028,0.5973,0.50089,0.74387,0.3982,0.63703,0.61905,0.7797,0.8417,0.88546,?
0.68613,0.805,0.73736,0.44241,0.00001,0.74867,0.48738,0.04419,0.72628,0.31911,0.13368,0.7619,0.47386,0.73517,0.54486,0.63717,0.44213,0.17775,0.27911,0.327,0.6197,0.31985,0.38127,0.43489,0.08855,0.5353,0.55873,0.88513,0.88599,0.46056,?
0.60661,0.61125,0.3634,0.41695,0.00009,0.38918,0.32718,0.11915,0.33612,0.77482,0.19995,0.00021,0.36348,0.77976,0.55379,0.79657,0.81974,0.15958,0.21277,0.40754,0.6069,0.279,0.48265,0.5585,0.23987,0.67776,0.42568,0.88583,0.88531,0.39866,?
0.20857,0.24899,0.51189,0.36335,0.00098,0.5271,0.41664,0.44274,0.49675,0.53563,0.56215,0.16824,0.44754,0.88548,0.74838,0.46929,0.7086,0.23973,0.29613,0.13395,0.71257,0.35844,0.30121,0.46954,0.8856,0.46968,0.59337,0.00071,0.81469,0.47855,?
0.04425,0.00054,0.28859,0.57507,0.45181,0.57565,0.0883,0.52751,0.0002,0.83275,0.41645,0.3892,0.20484,0.7611,0.69588,0.77951,0.88555,0.23001,0.49604,0.61116,0.7578,0.27423,0.62895,0.64681,0.60292,0.71253,0.54002,0.0009,0.88547,0.31989,?
0.35072,0.28898,0.46289,0.28382,0.0007,0.67769,0.37284,0.42555,0.24823,0.29631,0.4781,0.46927,0.62877,0.88535,0.59769,0.54024,0.43884,0.10643,0.15978,0.2482,0.56632,0.49636,0.12418,0.00084,0.8509,0.27036,0.31903,0.3272,0.82322,0.88502,?
0.37651,0.12452,0.42564,0.44247,0.41693,0.60261,0.7529,0.54454,0.24883,0.1241,0.77941,0.40736,0.45659,0.79602,0.46032,0.16847,0.3899,0.88565,0.6509,0.0001,0.4128,0.52221,0.2709,0.54017,0.67334,0.35408,0.88557,0.00001,0.69959,0.15917,?
0.44209,0.5445,0.32716,0.15587,0.1242,0.45148,0.00073,0.21272,0.20421,0.51389,0.18644,0.15032,0.38909,0.75217,0.45688,0.6198,0.6466,0.07135,0.06231,0.31024,0.52204,0.42555,0.32789,0.3457,0.30197,0.48236,0.00064,0.88528,0.88562,0.77927,?
0.42055,0.23568,0.55562,0.44217,0.39877,0.64297,0.84106,0.57547,0.46906,0.13707,0.78858,0.39817,0.55381,0.88578,0.54446,0.03565,0.36379,0.82393,0.64261,0.00054,0.34574,0.54439,0.32311,0.64604,0.75216,0.34101,0.88555,0.00013,0.48796,0.26591,?
0.48724,0.52773,0.81927,0.04061,0.00034,0.75202,0.80542,0.16865,0.88591,0.36791,0.37227,0.88506,0.75721,0.61984,0.51364,0.45178,0.5587,0.40733,0.00065,0.08034,0.6193,0.5589,0.42523,0.77044,0.33686,0.61181,0.00027,0.16809,0.83213,0.70858,?
0.39843,0.27903,0.42354,0.59715,0.66431,0.28876,0.79686,0.64669,0.55854,0.28353,0.75769,0.22167,0.53192,0.35413,0.2709,0.03579,0.26583,0.88513,0.77477,0.31077,0.09376,0.57524,0.54904,0.78837,0.62859,0.4126,0.88541,0.00026,0.00009,0.26553,?
0.46958,0.44292,0.20602,0.30511,0.23067,0.4121,0.05356,0.11585,0.00082,0.72653,0.04076,0.16853,0.26518,0.65556,0.53526,0.73521,0.80189,0.08099,0.19527,0.45157,0.65098,0.27996,0.47807,0.50443,0.00031,0.61924,0.15941,0.88515,0.88508,0.47899,?
0.59768,0.69585,0.81983,0.02779,0.00092,0.76137,0.68138,0.04966,0.87605,0.46567,0.23959,0.63757,0.78331,0.88547,0.46599,0.46075,0.66457,0.38178,0.00039,0.05361,0.45185,0.63317,0.43854,0.82321,0.09754,0.64252,0.00093,0.51301,0.85846,0.88551,?
0.29619,0.18636,0.12426,0.7925,0.67358,0.24896,0.22174,0.61103,0.0005,0.70498,0.50058,0.00077,0.31999,0.49641,0.42519,0.75219,0.61905,0.45114,0.68668,0.88548,0.4698,0.43453,0.88548,0.88526,0.549,0.81922,0.69961,0.37273,0.58463,0.41624,?
0.00038,0.09792,0.38997,0.72189,0.59338,0.58415,0.00004,0.73907,0.19545,0.77471,0.60246,0.30122,0.221,0.86748,0.69061,0.88593,0.63322,0.31903,0.59372,0.85016,0.55889,0.3818,0.469,0.08824,0.8851,0.48708,0.59343,0.00013,0.60266,0.44274,?
0.65036,0.72661,0.4426,0.28815,0.00026,0.3197,0.41638,0.13393,0.56689,0.61192,0.26563,0.00048,0.49664,0.63729,0.44798,0.69996,0.70468,0.2651,0.18668,0.20414,0.57184,0.42096,0.35832,0.51376,0.26586,0.60628,0.37248,0.88519,0.88544,0.57529,?
0.06207,0.00083,0.30135,0.47378,0.53113,0.60203,0.12434,0.59375,0.00085,0.68624,0.51368,0.38994,0.28801,0.81448,0.85053,0.86702,0.69584,0.3723,0.3896,0.69905,0.88515,0.41295,0.39801,0.09733,0.65564,0.48284,0.24893,0.00029,0.88571,0.45126,?
0.00064,0.04499,0.2942,0.71213,0.36317,0.50074,0.0004,0.615,0.08897,0.81963,0.49697,0.26526,0.21224,0.7357,0.65061,0.75223,0.88528,0.12456,0.61579,0.55857,0.72656,0.27457,0.5625,0.56619,0.86741,0.65975,0.86774,0.00011,0.88591,0.42504,?
0.00048,0.05854,0.35213,0.65988,0.24871,0.58803,0.00035,0.48722,0.1152,0.7268,0.38155,0.41631,0.16851,0.76155,0.70449,0.66412,0.83668,0.03585,0.56681,0.43463,0.76546,0.18611,0.51883,0.60264,0.72653,0.63384,0.88534,0.00061,0.88555,0.33659,?
0.47312,0.31935,0.3832,0.64698,0.54072,0.76598,0.31008,0.71229,0.00068,0.23023,0.75759,0.64625,0.52774,0.88583,0.6157,0.4604,0.33204,0.62867,0.67706,0.47859,0.50416,0.6862,0.42985,0.3814,0.88512,0.42021,0.81483,0.63779,0.66452,0.74389,?
0.08088,0.00042,0.38967,0.87664,0.61165,0.77967,0.15907,0.65542,0.00072,0.61921,0.53553,0.86791,0.27418,0.69022,0.54076,0.88563,0.51396,0.37292,0.74834,0.86717,0.53161,0.38129,0.8363,0.80571,0.699,0.84564,0.88566,0.00035,0.67346,0.38951,?
0.1775,0.17306,0.57142,0.23053,0.00915,0.88595,0.2655,0.42043,0.2577,0.40798,0.41658,0.88505,0.51367,0.88541,0.7356,0.61161,0.54089,0.00083,0.08045,0.31068,0.7307,0.38107,0.15528,0.00098,0.83234,0.30593,0.15024,0.08839,0.87603,0.76141,?
0.10269,0.04077,0.40394,0.32752,0.00003,0.72685,0.20441,0.44214,0.08084,0.2792,0.51369,0.56627,0.31982,0.88565,0.58459,0.41608,0.41298,0.14204,0.25757,0.14292,0.48245,0.28822,0.14201,0.14255,0.88558,0.27921,0.51369,0.00098,0.68122,0.4344,?
0.10603,0.17762,0.24321,0.60693,0.36341,0.34549,0.00037,0.62481,0.14234,0.78826,0.51369,0.00059,0.2798,0.69023,0.5042,0.87692,0.79242,0.14223,0.49124,0.59374,0.60279,0.35014,0.67318,0.75274,0.88571,0.81481,0.61962,0.21257,0.88579,0.55845,?
0.522,0.44241,0.22133,0.53579,0.45111,0.44232,0.15933,0.58842,0.00046,0.35861,0.52733,0.0001,0.4732,0.88566,0.48719,0.59306,0.44284,0.32747,0.54033,0.44206,0.42522,0.55896,0.36374,0.28383,0.72652,0.43885,0.62824,0.88594,0.76123,0.78801,?
0.11575,0.00003,0.32165,0.64692,0.69925,0.64244,0.23003,0.58499,0.00058,0.46025,0.46945,0.39844,0.22697,0.8858,0.48231,0.5666,0.51356,0.46993,0.68651,0.61909,0.37685,0.34551,0.75206,0.8854,0.46977,0.72645,0.67393,0.00018,0.67352,0.22115,?
0.50072,0.39863,0.56032,0.44293,0.26568,0.43849,0.88571,0.52745,0.68147,0.10623,0.72653,0.10689,0.65974,0.77042,0.38505,0.03578,0.28333,0.664,0.57575,0.0001,0.19584,0.54915,0.29241,0.58438,0.78854,0.31054,0.88552,0.11589,0.38987,0.43445,?
0.13315,0.00013,0.42716,0.3547,0.00074,0.85458,0.26542,0.4423,0.00083,0.35471,0.5719,0.82378,0.31448,0.88547,0.67341,0.50451,0.50488,0.25791,0.26559,0.17777,0.63312,0.31089,0.13742,0.09794,0.88509,0.3019,0.53124,0.00095,0.80534,0.36388,?
0.54485,0.44234,0.27714,0.40746,0.31963,0.55374,0.20401,0.50051,0.00021,0.31907,0.5668,0.25773,0.43412,0.85022,0.4477,0.63763,0.44232,0.45106,0.36792,0.39812,0.46599,0.55812,0.21711,0.03507,0.68115,0.33626,0.41675,0.88506,0.88554,0.6647,?
