@relation kddtrain2017_20
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute class {0,1,2}
@data
0.16822,0.19560,0.53136,0.20476,0.12430,0.83218,0.17741,0.31415,0.23090,0.55850,0.25241,0.77994,0.46065,0.88564,0.88572,0.65572,0.66875,0.00007,0.06282,0.40795,2
0.55847,0.44208,0.30193,0.43890,0.28385,0.60226,0.23029,0.56252,0.00070,0.24874,0.65941,0.31974,0.53154,0.88539,0.57189,0.49675,0.35860,0.47816,0.43822,0.28328,1
0.52729,0.54471,0.31083,0.61986,0.11527,0.41639,0.16888,0.35414,0.20452,0.87204,0.29617,0.00001,0.29609,0.83288,0.62426,0.88597,0.85841,0.00087,0.42928,0.49625,2
0.26189,0.10615,0.41808,0.31960,0.01895,0.83623,0.31058,0.45183,0.00085,0.27009,0.57199,0.78823,0.34560,0.88539,0.63369,0.51376,0.42588,0.25765,0.26159,0.13399,2
0.00062,0.00466,0.30577,0.68113,0.34569,0.60276,0.00006,0.61124,0.00972,0.78374,0.49154,0.39803,0.22617,0.80512,0.79247,0.68152,0.88568,0.10690,0.61566,0.47846,1
0.00026,0.06201,0.33215,0.65961,0.34527,0.54046,0.00099,0.54477,0.12430,0.78390,0.41269,0.32761,0.17792,0.75290,0.69927,0.68198,0.88544,0.08077,0.61179,0.44289,1
0.15922,0.00010,0.42721,0.65961,0.70862,0.85471,0.31954,0.68140,0.00021,0.28823,0.65034,0.82309,0.33291,0.88513,0.54991,0.49684,0.38104,0.64677,0.77968,0.46957,1
0.07196,0.03548,0.47857,0.27484,0.00099,0.88533,0.14267,0.36764,0.07179,0.38590,0.36709,0.88521,0.28857,0.88559,0.70465,0.49610,0.50095,0.00052,0.15574,0.23941,2
0.02723,0.00963,0.18484,0.50966,0.41638,0.36772,0.03571,0.65035,0.00015,0.77048,0.56297,0.00068,0.28328,0.73567,0.52240,0.77992,0.82340,0.23998,0.43812,0.55892,1
0.54978,0.52720,0.32589,0.10654,0.00024,0.48268,0.21283,0.00063,0.16810,0.61105,0.07161,0.37230,0.32701,0.59374,0.60292,0.52229,0.79275,0.14254,0.00914,0.19502,0
0.60285,0.61146,0.43425,0.40354,0.00097,0.53122,0.31918,0.00091,0.33620,0.57195,0.02765,0.52268,0.31433,0.54089,0.67305,0.81499,0.60698,0.05374,0.19963,0.40768,2
0.31483,0.20841,0.33826,0.54029,0.36310,0.67774,0.21232,0.62409,0.00019,0.24358,0.64642,0.46981,0.39413,0.88540,0.58822,0.48736,0.34199,0.40731,0.56606,0.31061,1
0.31057,0.19599,0.32525,0.84543,0.78835,0.65020,0.23022,0.83699,0.00059,0.33238,0.69588,0.76100,0.47382,0.54087,0.39446,0.66424,0.21292,0.50405,0.79636,0.88576,2
0.43816,0.35871,0.66291,0.44266,0.27424,0.60639,0.87684,0.56614,0.71725,0.08410,0.80575,0.32795,0.65084,0.88513,0.44731,0.08865,0.33287,0.75236,0.58071,0.00040,0
0.35060,0.25717,0.16682,0.80552,0.65582,0.33245,0.18603,0.62889,0.00089,0.71782,0.51359,0.00087,0.34586,0.66426,0.46065,0.80576,0.66487,0.42500,0.69021,0.88544,0
0.85401,0.83630,0.69046,0.00084,0.13319,0.59336,0.82334,0.12859,0.78857,0.42950,0.31937,0.30116,0.58893,0.88510,0.52219,0.30124,0.55815,0.51389,0.06680,0.00059,1
0.51349,0.55807,0.65975,0.19015,0.08041,0.43477,0.79672,0.27473,0.88534,0.48261,0.45675,0.00074,0.77070,0.86750,0.45669,0.34517,0.63371,0.44221,0.23044,0.00083,2
0.39868,0.25716,0.27489,0.49648,0.46939,0.54911,0.28388,0.67749,0.00077,0.24369,0.71273,0.21274,0.46934,0.88510,0.49636,0.48757,0.39427,0.54043,0.55866,0.34511,1
0.01825,0.00074,0.28832,0.50499,0.36324,0.57585,0.03501,0.62435,0.00012,0.74363,0.57168,0.32798,0.29625,0.82387,0.82780,0.84115,0.76521,0.25726,0.35498,0.66454,1
0.50464,0.63307,0.80840,0.31086,0.04409,0.73085,0.62816,0.46533,0.88561,0.15565,0.60651,0.69966,0.68640,0.76178,0.50048,0.31020,0.30177,0.32714,0.33262,0.00007,0
0.59356,0.60626,0.37678,0.37279,0.00038,0.42501,0.30158,0.07133,0.32724,0.69987,0.12832,0.00046,0.31926,0.85087,0.68697,0.63760,0.82355,0.11516,0.21250,0.31933,2
0.52731,0.43816,0.49605,0.49659,0.40713,0.28362,0.88593,0.62870,0.70874,0.15574,0.80183,0.00060,0.69916,0.56656,0.29204,0.00016,0.27000,0.75241,0.64689,0.10647,0
0.00059,0.08415,0.30105,0.52246,0.44204,0.43478,0.00031,0.66498,0.16898,0.61521,0.55345,0.00966,0.20482,0.85840,0.73079,0.88599,0.60661,0.22155,0.46520,0.55801,1
0.10687,0.14611,0.57506,0.20897,0.16863,0.88517,0.18653,0.18165,0.26578,0.48296,0.09727,0.88594,0.25706,0.88514,0.73943,0.61947,0.57133,0.00093,0.08476,0.41609,2
0.44219,0.44209,0.34354,0.38570,0.22188,0.68635,0.00096,0.11140,0.00094,0.74341,0.02244,0.57578,0.19014,0.79631,0.82794,0.64672,0.86308,0.04479,0.28327,0.42545,0
0.50990,0.36751,0.26846,0.41644,0.61187,0.53573,0.28302,0.48799,0.00011,0.80515,0.40781,0.65520,0.50902,0.41607,0.65084,0.88553,0.68153,0.45134,0.30564,0.83293,2
0.47318,0.35077,0.57158,0.44207,0.26585,0.50488,0.88586,0.56610,0.63759,0.04056,0.76583,0.27416,0.66858,0.73580,0.36781,0.07173,0.23966,0.66487,0.57521,0.00080,0
0.44765,0.49146,0.74807,0.36702,0.17792,0.61119,0.79664,0.53137,0.88593,0.13714,0.69075,0.38181,0.71248,0.84115,0.45622,0.27493,0.30577,0.49660,0.45655,0.00014,0
0.30538,0.34543,0.48950,0.46060,0.46995,0.57161,0.32792,0.35427,0.40737,0.79269,0.11916,0.31943,0.60695,0.82308,0.54979,0.88580,0.59322,0.00073,0.37293,0.64615,2
0.46963,0.44232,0.18829,0.45651,0.38190,0.37634,0.05314,0.23902,0.00013,0.73964,0.13711,0.00037,0.24840,0.75285,0.51899,0.80524,0.77910,0.17770,0.35870,0.57588,0
0.54919,0.44248,0.12434,0.81971,0.66420,0.24810,0.21280,0.70890,0.00079,0.77076,0.59795,0.00021,0.48715,0.49669,0.49614,0.81441,0.66827,0.44248,0.70849,0.88544,0
0.45104,0.44294,0.16869,0.36359,0.28359,0.33624,0.01803,0.15027,0.00018,0.68618,0.03546,0.00051,0.23569,0.67304,0.43422,0.80598,0.72698,0.05389,0.24810,0.51383,0
0.00909,0.00063,0.21700,0.65088,0.42539,0.43400,0.01838,0.61506,0.00084,0.85827,0.49173,0.13384,0.23022,0.73596,0.58898,0.83236,0.88594,0.17712,0.54963,0.62890,1
0.17769,0.16800,0.36707,0.47816,0.00075,0.39816,0.35453,0.44244,0.33681,0.69511,0.60637,0.03540,0.38972,0.76197,0.61950,0.63774,0.81954,0.32754,0.33696,0.28394,2
0.46540,0.34563,0.61745,0.43885,0.30103,0.58820,0.88510,0.59395,0.64657,0.10240,0.80124,0.31936,0.67741,0.85837,0.42975,0.12444,0.30115,0.71764,0.58831,0.00052,0
0.35819,0.12408,0.21201,0.58490,0.81481,0.27408,0.61965,0.69524,0.15028,0.25746,0.73038,0.00026,0.44200,0.54990,0.36378,0.00043,0.29276,0.88579,0.85008,0.28326,0
0.14240,0.05317,0.13728,0.71295,0.53147,0.27495,0.17743,0.43432,0.00026,0.88522,0.34576,0.00062,0.11598,0.54986,0.41281,0.88569,0.80553,0.35433,0.62402,0.70866,0
0.46931,0.18178,0.30536,0.44289,0.43487,0.36379,0.82377,0.51372,0.24884,0.11553,0.73925,0.04461,0.49648,0.68177,0.34197,0.04472,0.37685,0.88526,0.65990,0.00070,0
0.88500,0.88505,0.71021,0.08414,0.00089,0.53524,0.88554,0.00076,0.88562,0.54484,0.24358,0.23950,0.53500,0.83219,0.42046,0.59338,0.52757,0.48717,0.00016,0.16812,1
0.48732,0.36764,0.61151,0.32774,0.22129,0.69086,0.77081,0.55396,0.53120,0.14653,0.73045,0.49646,0.69527,0.88561,0.52747,0.29215,0.33658,0.57551,0.43802,0.00032,0
0.72638,0.67783,0.28828,0.65519,0.77916,0.00026,0.67379,0.58045,0.57536,0.52702,0.63354,0.00062,0.50013,0.00061,0.19916,0.30115,0.43866,0.88509,0.77947,0.53139,2
0.51306,0.38933,0.38543,0.78817,0.77928,0.77097,0.24887,0.74319,0.00013,0.34512,0.61189,0.88575,0.46964,0.65564,0.53180,0.69031,0.28804,0.51347,0.73556,0.88548,2
0.00039,0.03552,0.32792,0.59391,0.47898,0.58432,0.00005,0.63381,0.07131,0.84586,0.51392,0.35418,0.24374,0.81481,0.85016,0.83253,0.87248,0.23978,0.49105,0.68128,1
0.08089,0.08811,0.53108,0.24885,0.09704,0.88557,0.15999,0.36756,0.17720,0.45156,0.31955,0.88589,0.35435,0.88551,0.74307,0.50407,0.54922,0.00064,0.14627,0.30143,2
0.21753,0.07132,0.28516,0.71211,0.85005,0.57144,0.29219,0.73929,0.00062,0.36713,0.60254,0.25724,0.32790,0.88502,0.44266,0.42581,0.46516,0.57594,0.86703,0.54023,1
0.00001,0.06268,0.34547,0.68600,0.31036,0.56696,0.00010,0.51849,0.12431,0.69058,0.39894,0.33682,0.17374,0.79639,0.73992,0.67383,0.79674,0.07177,0.59754,0.48746,1
0.21706,0.20805,0.54229,0.27917,0.00028,0.82722,0.27467,0.44268,0.25738,0.30178,0.47844,0.77021,0.47804,0.88572,0.64264,0.47893,0.42936,0.07137,0.18622,0.18697,2
0.00084,0.08480,0.38329,0.55831,0.41610,0.59763,0.00006,0.65008,0.16816,0.46941,0.51391,0.31087,0.20435,0.88590,0.76532,0.77092,0.52783,0.14249,0.53148,0.46968,1
0.44261,0.46002,0.18458,0.35016,0.19537,0.33296,0.00005,0.15935,0.03552,0.63799,0.06659,0.00001,0.25752,0.66456,0.42987,0.76131,0.69905,0.00980,0.22646,0.44213,0
0.00002,0.00018,0.20821,0.69936,0.46072,0.41650,0.00016,0.65987,0.00088,0.88150,0.50098,0.15045,0.22633,0.68105,0.56250,0.87689,0.88519,0.14224,0.59770,0.66485,1
0.47309,0.32341,0.42952,0.51841,0.47858,0.27483,0.88504,0.55896,0.58417,0.20432,0.70866,0.03546,0.53131,0.51383,0.25738,0.00072,0.30194,0.77920,0.68131,0.15065,0
0.87269,0.88582,0.71293,0.00062,0.16832,0.54090,0.85894,0.13781,0.88542,0.47312,0.34110,0.23900,0.62822,0.84128,0.59394,0.28389,0.60682,0.57590,0.08468,0.00054,1
0.57530,0.47836,0.70896,0.00044,0.21210,0.72611,0.88578,0.34525,0.69059,0.38570,0.51828,0.64623,0.88553,0.80504,0.49645,0.32739,0.59796,0.55865,0.10612,0.00006,2
0.43418,0.43863,0.19002,0.47850,0.33681,0.37202,0.00003,0.19008,0.00970,0.83245,0.09334,0.00068,0.12400,0.74353,0.58047,0.77962,0.88583,0.14280,0.37614,0.54059,0
0.03504,0.00016,0.24191,0.52707,0.38955,0.48269,0.07146,0.56219,0.00039,0.85809,0.47806,0.24856,0.23038,0.71792,0.61981,0.83259,0.88557,0.22185,0.42050,0.60224,1
0.46540,0.46084,0.32155,0.31481,0.18610,0.60625,0.04436,0.09349,0.03506,0.65014,0.00027,0.41641,0.23908,0.79653,0.73026,0.63729,0.77429,0.00072,0.20851,0.39884,0
0.58035,0.58445,0.36352,0.32706,0.00066,0.44262,0.27410,0.00099,0.28360,0.65581,0.08866,0.00002,0.26582,0.88574,0.73931,0.57592,0.78325,0.17786,0.18157,0.29256,2
0.21226,0.11991,0.20494,0.70451,0.62855,0.40700,0.18659,0.51302,0.00083,0.81463,0.40708,0.00043,0.22640,0.81499,0.55374,0.88581,0.81020,0.41628,0.61154,0.81435,2
0.57586,0.60291,0.74624,0.31499,0.17741,0.63372,0.80531,0.53194,0.85818,0.15553,0.68185,0.38147,0.84578,0.88504,0.50901,0.31058,0.31492,0.47884,0.40305,0.00094,0
0.11172,0.14245,0.56265,0.17337,0.05384,0.88504,0.17750,0.43491,0.23925,0.31024,0.40740,0.88517,0.51868,0.88532,0.65053,0.50434,0.42058,0.00032,0.06226,0.27432,2
0.38572,0.25743,0.43132,0.74338,0.79632,0.86339,0.25702,0.75289,0.00058,0.27416,0.61502,0.84137,0.37669,0.88566,0.51383,0.54984,0.39881,0.52230,0.84135,0.60268,2
0.19555,0.13373,0.53561,0.16884,0.00034,0.88587,0.31065,0.42090,0.18654,0.34106,0.46902,0.88548,0.53176,0.88556,0.68647,0.48779,0.46028,0.09785,0.04916,0.23938,2
0.60631,0.61594,0.42336,0.47874,0.00036,0.50015,0.32709,0.02223,0.34525,0.71212,0.11983,0.22149,0.16402,0.77970,0.82301,0.58490,0.86346,0.19527,0.33272,0.29202,2
0.50474,0.35410,0.29276,0.55381,0.50496,0.58487,0.30148,0.69598,0.00034,0.18112,0.73968,0.28368,0.50909,0.88535,0.44205,0.36383,0.32741,0.59329,0.67315,0.26553,1
0.06607,0.00019,0.29499,0.57561,0.61933,0.58833,0.13335,0.71262,0.00031,0.75736,0.61131,0.38114,0.35079,0.79660,0.84151,0.85081,0.77481,0.41602,0.50905,0.75233,1
0.10215,0.00013,0.36771,0.64293,0.50458,0.73525,0.20442,0.54473,0.00037,0.33246,0.49115,0.58438,0.24387,0.88591,0.61536,0.56602,0.42906,0.39883,0.69593,0.39896,1
0.16821,0.06246,0.22169,0.67774,0.67313,0.44206,0.21244,0.46535,0.00048,0.83619,0.35031,0.00099,0.15947,0.88582,0.47343,0.88514,0.83649,0.44253,0.58019,0.86722,2
0.27941,0.09794,0.20600,0.51313,0.66430,0.21784,0.55852,0.50092,0.19581,0.30166,0.61134,0.05361,0.31001,0.38187,0.26178,0.00075,0.31024,0.88554,0.69050,0.31083,0
0.08825,0.00038,0.20447,0.60267,0.54015,0.40792,0.17776,0.39882,0.00008,0.88591,0.31066,0.21291,0.11533,0.60268,0.46915,0.88543,0.81970,0.36379,0.51897,0.70806,0
0.63310,0.79277,0.72143,0.59309,0.03584,0.74391,0.38173,0.04484,0.69920,0.32790,0.02740,0.82342,0.33250,0.66453,0.68604,0.65571,0.44235,0.00097,0.44234,0.33671,2
0.02758,0.00009,0.26306,0.74393,0.38947,0.52730,0.05328,0.54044,0.00029,0.64674,0.42594,0.27400,0.19989,0.77983,0.69096,0.76144,0.70808,0.15915,0.63726,0.60293,1
0.51321,0.56624,0.75711,0.01358,0.12476,0.62851,0.77929,0.37212,0.88558,0.40769,0.51318,0.42593,0.83294,0.83201,0.41625,0.34591,0.57195,0.40772,0.07508,0.00005,2
0.48242,0.44272,0.20644,0.20491,0.02741,0.41236,0.08097,0.01382,0.00097,0.58451,0.06639,0.17790,0.25781,0.64676,0.53144,0.61971,0.71705,0.13381,0.06265,0.31000,0
0.56665,0.59733,0.40324,0.40765,0.08802,0.41603,0.32774,0.12498,0.38920,0.88507,0.08066,0.00057,0.25747,0.83292,0.56610,0.88544,0.87200,0.00012,0.19568,0.51302,2
0.59356,0.46920,0.55174,0.27908,0.43439,0.46588,0.88502,0.65933,0.63777,0.24351,0.78864,0.27468,0.81075,0.65598,0.60215,0.00039,0.40712,0.69023,0.42045,0.15034,2
0.33682,0.20887,0.17325,0.82313,0.72620,0.34538,0.25711,0.65540,0.00077,0.68147,0.54078,0.00038,0.35863,0.69084,0.42505,0.84105,0.68626,0.49689,0.74354,0.88599,2
0.44263,0.31072,0.55164,0.30196,0.39843,0.48254,0.88527,0.64242,0.61950,0.35814,0.79637,0.33607,0.65973,0.62822,0.63380,0.00038,0.51802,0.70893,0.45159,0.09761,2
0.00005,0.02794,0.24111,0.68147,0.39803,0.42979,0.00053,0.60293,0.05317,0.65008,0.46006,0.15039,0.21285,0.70802,0.56608,0.68189,0.75233,0.11517,0.64256,0.47826,1
0.44200,0.37225,0.61140,0.16496,0.31027,0.47800,0.88591,0.50484,0.74327,0.53156,0.65084,0.31016,0.82324,0.64637,0.66437,0.17787,0.68684,0.60293,0.31969,0.00098,2
0.44219,0.39493,0.63738,0.22146,0.29271,0.48736,0.88573,0.58831,0.78860,0.46010,0.73056,0.22100,0.79234,0.75287,0.67714,0.11532,0.62893,0.57516,0.36705,0.00017,2
0.44239,0.46980,0.19267,0.44743,0.25783,0.33200,0.00023,0.12871,0.05391,0.73937,0.01306,0.00052,0.16482,0.66476,0.46053,0.82380,0.77055,0.02796,0.31062,0.53130,0
0.30107,0.11942,0.31986,0.57140,0.65563,0.40767,0.59397,0.51315,0.23048,0.25273,0.62858,0.22151,0.29694,0.59387,0.36326,0.00022,0.36745,0.88573,0.74855,0.30109,0
0.00060,0.00464,0.32353,0.63719,0.56673,0.63747,0.00075,0.71732,0.00931,0.82341,0.57543,0.46941,0.26544,0.80587,0.84527,0.88520,0.82383,0.28314,0.54091,0.76184,1
0.43451,0.28852,0.30308,0.41674,0.18602,0.60642,0.29280,0.53567,0.00081,0.22667,0.65005,0.32762,0.48293,0.88507,0.45626,0.45170,0.38191,0.41646,0.41271,0.19535,1
0.23969,0.12822,0.08698,0.77952,0.66413,0.17369,0.22159,0.56607,0.00058,0.77462,0.45616,0.00001,0.23965,0.34506,0.38138,0.77003,0.66823,0.44260,0.66873,0.88532,0
0.44209,0.45149,0.22897,0.43493,0.25746,0.43877,0.00092,0.32329,0.01880,0.58415,0.20891,0.00008,0.31914,0.87605,0.55825,0.73517,0.65995,0.02776,0.31936,0.48779,0
0.46047,0.46557,0.31447,0.41278,0.13389,0.58405,0.03531,0.06665,0.04442,0.69003,0.00071,0.53119,0.22606,0.63781,0.71214,0.73564,0.76597,0.00087,0.26129,0.43476,0
0.16870,0.27942,0.40550,0.48711,0.16891,0.25233,0.33699,0.27417,0.55897,0.88506,0.19008,0.00097,0.43472,0.50456,0.40753,0.88525,0.86303,0.00053,0.31953,0.50441,2
0.84540,0.86730,0.74675,0.00012,0.02776,0.64278,0.80505,0.08009,0.85087,0.45655,0.28852,0.39860,0.58839,0.88571,0.50496,0.37243,0.57536,0.44272,0.01302,0.00080,1
0.61504,0.57550,0.33650,0.32318,0.00090,0.40703,0.34590,0.02796,0.26546,0.65566,0.15588,0.00071,0.36349,0.81488,0.64211,0.61997,0.78880,0.25744,0.17306,0.30153,2
0.86398,0.88183,0.69261,0.08826,0.08886,0.50978,0.84175,0.04408,0.87669,0.54901,0.27045,0.13395,0.58806,0.88529,0.53139,0.42508,0.58097,0.54087,0.13374,0.00025,1
0.28384,0.22651,0.42324,0.27943,0.00049,0.64243,0.31978,0.44254,0.20460,0.27467,0.51336,0.39834,0.38568,0.88505,0.59336,0.45111,0.39876,0.14251,0.17712,0.20485,2
0.55852,0.63377,0.75228,0.34111,0.06217,0.61934,0.73546,0.47396,0.88568,0.12421,0.63721,0.40723,0.74343,0.83275,0.47353,0.24824,0.30554,0.38903,0.37202,0.00060,0
0.44201,0.35438,0.61399,0.44219,0.32791,0.51837,0.88581,0.56207,0.70848,0.12476,0.76517,0.15933,0.63743,0.87646,0.46594,0.05382,0.32331,0.73532,0.60637,0.00035,0
0.38977,0.21717,0.38325,0.63374,0.50428,0.76543,0.34514,0.64218,0.00048,0.16812,0.73520,0.64663,0.46018,0.88505,0.65934,0.33620,0.27446,0.69013,0.69539,0.38119,1
0.27083,0.15054,0.22104,0.76579,0.76172,0.44272,0.23935,0.60222,0.00007,0.66822,0.47334,0.00000,0.26136,0.88571,0.45613,0.87637,0.67370,0.50434,0.70401,0.88599,2
0.14612,0.21798,0.46269,0.42578,0.00957,0.49176,0.29255,0.35059,0.43437,0.80133,0.34532,0.43481,0.37285,0.54968,0.58831,0.71761,0.88572,0.00046,0.25768,0.34531,2
0.35089,0.20472,0.42756,0.72665,0.88554,0.85432,0.29213,0.85825,0.00030,0.27043,0.71214,0.88582,0.46579,0.82372,0.68615,0.54054,0.34196,0.59313,0.77979,0.77968,2
0.52291,0.57571,0.67302,0.37280,0.15068,0.46045,0.77942,0.51866,0.88568,0.12440,0.67771,0.18649,0.76116,0.73555,0.36799,0.24898,0.28847,0.46914,0.44758,0.00088,0
0.18647,0.09795,0.25413,0.48725,0.53143,0.50939,0.17771,0.30506,0.00087,0.88546,0.22159,0.34556,0.08820,0.67390,0.70478,0.88572,0.85801,0.36314,0.39845,0.70886,0
0.47347,0.44232,0.23781,0.27468,0.26581,0.47393,0.06234,0.13325,0.00022,0.65593,0.04966,0.19545,0.25728,0.75262,0.59372,0.68111,0.75708,0.09771,0.18186,0.45103,0
0.86377,0.88555,0.70144,0.11156,0.00096,0.51835,0.84109,0.09772,0.88563,0.34186,0.32314,0.23095,0.59397,0.80500,0.40366,0.38996,0.40756,0.45161,0.06672,0.08805,1
0.35422,0.18118,0.22886,0.64215,0.53199,0.45635,0.34550,0.56693,0.00087,0.27461,0.64246,0.23066,0.39438,0.68151,0.39404,0.54937,0.44256,0.68177,0.70848,0.39842,1
0.54947,0.44222,0.09111,0.77013,0.66435,0.18196,0.21234,0.66819,0.00056,0.56638,0.55389,0.00056,0.45104,0.36383,0.31407,0.75269,0.45656,0.43443,0.65952,0.88597,0
0.09779,0.10655,0.54984,0.31098,0.02721,0.88547,0.19548,0.41615,0.21235,0.36753,0.40360,0.88541,0.34519,0.88545,0.65964,0.56693,0.49150,0.00000,0.18648,0.27421,2
0.44241,0.45669,0.15953,0.44761,0.25792,0.29241,0.00029,0.18177,0.02750,0.74825,0.05862,0.00045,0.25296,0.58420,0.42543,0.88564,0.70496,0.00926,0.30146,0.54998,0
0.00045,0.12431,0.21756,0.64244,0.45157,0.18695,0.00014,0.66843,0.24822,0.77039,0.52273,0.05392,0.17745,0.31925,0.42596,0.88534,0.61163,0.15946,0.50030,0.73541,2
0.06616,0.09772,0.31967,0.67748,0.45185,0.57560,0.00085,0.66888,0.06293,0.61137,0.54025,0.26573,0.31971,0.88590,0.44208,0.72674,0.59329,0.19528,0.55848,0.69051,2
0.49123,0.50423,0.27057,0.38580,0.00097,0.41656,0.09721,0.00039,0.12492,0.71702,0.03586,0.20498,0.27047,0.62817,0.58432,0.81438,0.75272,0.07159,0.18123,0.40716,0
0.44275,0.35453,0.58615,0.44291,0.33619,0.46563,0.88500,0.54906,0.70815,0.16841,0.73903,0.12454,0.63396,0.80500,0.44252,0.08827,0.35437,0.71744,0.61150,0.00085,0
0.81487,0.88587,0.78190,0.09726,0.00014,0.67776,0.74346,0.01376,0.88540,0.49119,0.18649,0.50426,0.56278,0.85068,0.42576,0.57507,0.58816,0.34511,0.03124,0.13301,1
0.46968,0.46033,0.36399,0.29209,0.04423,0.68188,0.06251,0.02219,0.04457,0.73514,0.00060,0.75245,0.25261,0.61156,0.66454,0.58405,0.88539,0.00096,0.18157,0.26538,0
0.45165,0.46578,0.23795,0.23002,0.09774,0.42911,0.01844,0.04963,0.04478,0.67359,0.00038,0.23096,0.23089,0.62824,0.54401,0.67397,0.77989,0.00070,0.10252,0.35447,0
0.17783,0.35047,0.59145,0.41657,0.03567,0.48215,0.35448,0.35829,0.69901,0.87201,0.34180,0.29208,0.35015,0.67324,0.54973,0.85808,0.88552,0.00094,0.21208,0.44276,2
0.67731,0.78851,0.75016,0.27047,0.00063,0.81094,0.46930,0.00061,0.69002,0.50946,0.09738,0.88595,0.43847,0.73595,0.65020,0.57578,0.66424,0.19548,0.15596,0.23059,2
0.42992,0.28359,0.29473,0.50924,0.26532,0.58870,0.29238,0.57555,0.00033,0.19051,0.71749,0.29208,0.48261,0.88539,0.49174,0.38118,0.33221,0.54995,0.53551,0.21265,1
0.46580,0.45613,0.25743,0.42089,0.13393,0.48723,0.04416,0.06622,0.02740,0.82799,0.00076,0.44273,0.23942,0.53151,0.47326,0.84196,0.85006,0.00075,0.27933,0.41677,0
0.32778,0.12889,0.36147,0.66439,0.59378,0.72140,0.39804,0.59758,0.00033,0.21723,0.69908,0.55860,0.39873,0.88510,0.58052,0.43430,0.35487,0.79653,0.73968,0.44236,1
0.00045,0.03120,0.45445,0.70884,0.55806,0.84599,0.00045,0.63359,0.06204,0.51354,0.45604,0.88573,0.19518,0.80579,0.70801,0.55863,0.67775,0.20407,0.67777,0.61952,2
0.16482,0.30513,0.27499,0.46528,0.46075,0.26537,0.00007,0.54441,0.28387,0.88538,0.40395,0.02777,0.00086,0.50416,0.61976,0.88511,0.75210,0.17712,0.31924,0.75273,2
0.00047,0.00069,0.29219,0.55314,0.70856,0.58469,0.00087,0.48794,0.00019,0.88535,0.30503,0.35498,0.14203,0.81473,0.73586,0.88587,0.88145,0.34573,0.50095,0.81413,1
0.44260,0.42092,0.62402,0.01381,0.23956,0.40759,0.88502,0.38123,0.84161,0.47809,0.54003,0.15988,0.88513,0.65510,0.34114,0.30199,0.62483,0.55834,0.13393,0.00056,2
0.12410,0.09350,0.53544,0.24801,0.00054,0.88504,0.24896,0.38947,0.18630,0.34522,0.42041,0.88500,0.41259,0.88556,0.69537,0.46974,0.45696,0.06297,0.13370,0.23007,2
0.00403,0.00095,0.23902,0.59776,0.42512,0.47831,0.00993,0.61145,0.00068,0.82345,0.48266,0.30193,0.22687,0.65597,0.60201,0.76103,0.88541,0.16845,0.54408,0.53142,1
0.46578,0.32390,0.30561,0.64660,0.46027,0.61190,0.28341,0.61994,0.00099,0.23554,0.67374,0.33697,0.48783,0.88514,0.46017,0.46930,0.37602,0.56629,0.67326,0.40726,1
0.04022,0.19972,0.59704,0.62471,0.43431,0.87673,0.00054,0.65901,0.31949,0.30567,0.46090,0.86792,0.18651,0.88510,0.60296,0.61109,0.43802,0.03598,0.61141,0.46013,1
0.60675,0.78358,0.79991,0.19570,0.00024,0.71242,0.53134,0.36339,0.88506,0.24806,0.44792,0.70875,0.70859,0.71763,0.54485,0.40712,0.38508,0.16839,0.18624,0.01827,0
0.55328,0.44276,0.33469,0.27409,0.17762,0.66888,0.22102,0.39443,0.00065,0.31087,0.40355,0.45179,0.55384,0.88576,0.57195,0.53143,0.40734,0.19506,0.20806,0.31030,1
0.54424,0.46933,0.72893,0.33637,0.18625,0.74876,0.85815,0.53521,0.70886,0.15969,0.70811,0.61192,0.77438,0.88598,0.53582,0.31925,0.33699,0.53112,0.42949,0.00096,0
0.48787,0.44205,0.28570,0.18127,0.07159,0.57163,0.08882,0.03575,0.00057,0.66829,0.08460,0.45126,0.26503,0.69063,0.70474,0.57507,0.82335,0.16876,0.08038,0.27488,0
0.45670,0.44271,0.23596,0.12836,0.01874,0.46964,0.02781,0.15521,0.00064,0.41252,0.15595,0.07149,0.31087,0.86716,0.54482,0.56641,0.57138,0.01863,0.00945,0.25794,0
0.46910,0.42565,0.65012,0.35867,0.16848,0.61905,0.77002,0.52774,0.68184,0.04986,0.73033,0.35403,0.65052,0.88586,0.46992,0.09767,0.29237,0.57559,0.44260,0.00082,0
0.54457,0.33214,0.25939,0.58032,0.58438,0.51864,0.42525,0.59335,0.00071,0.27419,0.73058,0.15085,0.51337,0.88525,0.44242,0.24819,0.39863,0.85805,0.73594,0.27420,1
0.44229,0.49616,0.33236,0.09367,0.12418,0.55863,0.00087,0.20827,0.10652,0.42941,0.21215,0.23960,0.28823,0.87660,0.65932,0.50444,0.61988,0.13330,0.06267,0.18638,0
